year,sector,sector_order,row_type,nominal_value_added_millions,share_of_value_added_percent,hours_millions,share_of_hours_percent,measurable_group,va_source,hours_source,classification_note,source_note
1971,Transportation and warehousing,8,sector,44320.0,3.690683537886991,5855.37162,3.657939214303629,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,Information,9,sector,44609.0,3.714749592545144,4301.860855,2.687437542347182,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,"Finance, insurance, real estate, rental, and leasing",10,sector,169951.0,14.152422336359026,7238.905869999999,4.52225398642174,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,Professional and business services,11,service_detail,56776.0,4.727938821007938,9499.757415,5.934642142269388,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,"Educational services, health care, and social assistance",12,service_detail,44948.0,3.742979324479794,11612.738037,7.2546530959511735,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,32584.0,2.713385207547602,9531.55133,5.9545042818571625,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,"Other services, except government",14,service_detail,29846.0,2.485382239886623,5388.295898,3.3661499461866073,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,Services,15,services_total,164154.0,13.669685592921956,36032.34268,22.50994946626433,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,Government,16,sector,230174.5625,19.16745191017803,27343.64502,17.0819886203322,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1971,Total,17,total,1.2008615625e6,100.0,160072.961221,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,"Agriculture, forestry, fishing, and hunting",1,sector,34356.0,2.611333716157748,10195.393736999999,6.220241168510907,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Mining,2,sector,15951.0,1.2124049396446686,1303.514068,0.7952779538156964,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Utilities,3,sector,27019.0,2.0536624076396026,1006.892639,0.6143083049994416,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Construction,4,sector,60144.0,4.571430173029211,9385.206055,5.725943164549786,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Manufacturing,5,sector,285216.0,21.678721538818493,35866.603273,21.882325293991997,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Wholesale trade,6,sector,81779.0,6.215865059193866,7202.027344,4.3939790985524025,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Retail trade,7,sector,98573.0,7.492344813215091,16517.761719,10.077537376836013,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Transportation and warehousing,8,sector,48832.0,3.711626732664313,5893.329492,3.595538502127971,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Information,9,sector,49939.0,3.795767681080503,4431.732255,2.7038135192687633,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,"Finance, insurance, real estate, rental, and leasing",10,sector,185526.0,14.101475696352377,7534.892297,4.597061033160873,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Professional and business services,11,service_detail,63123.0,4.797858253726438,9932.556549,6.059883389342459,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,"Educational services, health care, and social assistance",12,service_detail,50563.0,3.843196725174182,11884.151000999998,7.250557184559699,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,35370.0,2.688405912809976,9898.422363000001,6.039058017170683,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,"Other services, except government",14,service_detail,31847.0,2.420629434697747,5635.60791,3.4383017699601486,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Services,15,services_total,180903.0,13.750090326408342,37350.737823,22.78780036103299,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Government,16,sector,247411.539062,18.80527691579579,27218.636719000002,16.60617422315315,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1972,Total,17,total,1.3156495390619999e6,100.0,163906.72742100002,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,"Agriculture, forestry, fishing, and hunting",1,sector,52217.0,3.545503651004486,10271.322022,6.032323651492895,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Mining,2,sector,19166.0,1.3013601504328471,1333.787231,0.7833301538387419,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Utilities,3,sector,28966.0,1.9667743982801758,1036.018188,0.6084510840438347,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Construction,4,sector,68141.0,4.626733904343349,10075.960938,5.91758853900491,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Manufacturing,5,sector,315233.0,21.404135672618057,37922.896209000006,22.272029174499284,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Wholesale trade,6,sector,91934.0,6.2422646389384,7479.432129,4.392653178905713,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Retail trade,7,sector,108577.0,7.372314570257082,17064.347656,10.02185188450965,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Transportation and warehousing,8,sector,53837.0,3.655500700138432,6111.619331999999,3.589339888904206,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Information,9,sector,54514.0,3.7014686027703343,4583.05977,2.6916203958517646,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,"Finance, insurance, real estate, rental, and leasing",10,sector,204487.0,13.88454727546497,7981.323036,4.687412547006588,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Professional and business services,11,service_detail,71816.0,4.876264247286097,10394.394654,6.104603923426237,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,"Educational services, health care, and social assistance",12,service_detail,56484.0,3.8352304464702565,12296.1781,7.221516939759613,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,39376.0,2.6736072880853485,10280.011413,6.037426910716401,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,"Other services, except government",14,service_detail,34599.0,2.3492517919662985,5921.386719,3.4776167155651474,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Services,15,services_total,202275.0,13.734353773808001,38891.970886,22.841164489467403,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Government,16,sector,273419.78125,18.565042661943867,27519.664063,16.162235012475005,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1973,Total,17,total,1.47276678125e6,100.0,170271.40146000002,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,"Agriculture, forestry, fishing, and hunting",1,sector,50078.0,3.092271677884405,9588.252045,5.652499294883235,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Mining,2,sector,29710.0,1.834565908182149,1480.211975,0.8726196501403318,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Utilities,3,sector,30290.0,1.8703803890554458,1038.53479,0.6122405982483441,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Construction,4,sector,72996.0,4.507437665219258,9890.113281,5.8304535680536365,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Manufacturing,5,sector,331929.0,20.49631865826296,37145.648867,21.89823056833273,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Wholesale trade,6,sector,104466.0,6.450681998120377,7477.619629,4.4082320199716385,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Retail trade,7,sector,114183.0,7.050698050958005,16929.693359,9.980451006629426,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Transportation and warehousing,8,sector,59116.0,3.6503600884582945,6064.228303,3.5750047084539758,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Information,9,sector,58901.0,3.637084030893193,4609.793808,2.7175814869056363,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,"Finance, insurance, real estate, rental, and leasing",10,sector,225020.0,13.89478359674006,8255.46014,4.866787231007407,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,Professional and business services,11,service_detail,79318.0,4.897815506738192,10517.694198,6.20042722687861,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,"Educational services, health care, and social assistance",12,service_detail,63486.0,3.920203677107099,12359.515014,7.286223763607141,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,41887.0,2.586484759206519,10313.914551,6.080294349105572,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1974,"Other services, except government",14,service_detail,37290.0,2.3026241237331653,6045.458496,3.563939467330291,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
